arm,seed,split,metric,value,n_instances,n_images,ci_low,ci_high,notes
filtered_syn,1337,test,mar_small,0.4650601271239143,2079,744,,,
filtered_syn,1337,test,mar_medium,0.6602261932771789,1583,744,,,
filtered_syn,1337,test,mar_large,0.7960847240051349,158,744,,,
filtered_syn,1337,test,ap.helmet,0.588967671360399,2825,744,,,
filtered_syn,1337,test,ap.head,0.5746231268954693,879,744,,,
filtered_syn,1337,test,ap.person,0.009452560851490587,113,744,0.004571089175690183,0.02321708647630807,bootstrap ci=0.95 resamples=1000 seed=42
filtered_syn,1337,test,ap_small.helmet,0.48769124735659664,1449,744,,,
filtered_syn,1337,test,ap_small.head,0.5183391743256971,608,744,,,
filtered_syn,1337,test,ap_small.person,0.01044403811927376,22,744,,,
filtered_syn,1337,test,primary_map,0.5817953991279341,3704,744,,,
filtered_syn,1337,test,primary_map_small,0.5030152108411469,2057,744,0.4840728415680307,0.5240198816875669,bootstrap ci=0.95 resamples=1000 seed=42
filtered_syn,1337,test,instances.all,3817.0,3817,744,,,
filtered_syn,1337,test,instances.small,2079.0,2079,744,,,
filtered_syn,1337,test,instances.medium,1583.0,1583,744,,,
filtered_syn,1337,test,instances.large,158.0,158,744,,,
filtered_syn,1337,test,bare_head_recall,0.9863481228668942,879,744,0.9777232481228249,0.9937578027465668,iou=0.5; bootstrap ci=0.95 resamples=1000 seed=42
filtered_syn,1337,test,n_detections,223200.0,,744,,,
filtered_syn,1337,test,real_image_exposures,24.91,,744,,,TRAIN-07 equal-step budget: times each real training image was seen. Not a Test-set quantity
filtered_syn,1337,test,total_steps,10900.0,,744,,,"optimizer steps, from run_record.json"
filtered_syn,1337,test/crowded,map,0.3752254510418407,1872,152,,,
filtered_syn,1337,test/crowded,map_50,0.6291915622940202,1872,152,,,
filtered_syn,1337,test/crowded,map_75,0.39836318585791686,1872,152,,,
filtered_syn,1337,test/crowded,map_small,0.33920026266722736,1316,152,,,
filtered_syn,1337,test/crowded,map_medium,0.46409666915808356,544,152,,,
filtered_syn,1337,test/crowded,map_large,0.5298771810422805,15,152,,,
filtered_syn,1337,test/crowded,mar_1,0.06382952853390939,1872,152,,,
filtered_syn,1337,test/crowded,mar_10,0.4165595207013754,1872,152,,,
filtered_syn,1337,test/crowded,mar_100,0.5309894612480314,1872,152,,,
filtered_syn,1337,test/crowded,mar_small,0.4578965344941589,1316,152,,,
filtered_syn,1337,test/crowded,mar_medium,0.6260422706930134,544,152,,,
filtered_syn,1337,test/crowded,mar_large,0.775,15,152,,,
filtered_syn,1337,test/crowded,ap.helmet,0.5444150832536329,1175,152,,,
filtered_syn,1337,test/crowded,ap.head,0.5671101387003831,661,152,,,
filtered_syn,1337,test/crowded,ap.person,0.014151131171506041,36,152,,,
filtered_syn,1337,test/crowded,ap_small.helmet,0.47120692188656005,793,152,,,
filtered_syn,1337,test/crowded,ap_small.head,0.5207646252799737,501,152,,,
filtered_syn,1337,test/crowded,ap_small.person,0.025629240835148295,22,152,,,
filtered_syn,1337,test/crowded,primary_map,0.555762610977008,1836,152,,,
filtered_syn,1337,test/crowded,primary_map_small,0.4959857735832669,1294,152,,,
filtered_syn,1337,test/crowded,instances.all,1872.0,1872,152,,,
filtered_syn,1337,test/crowded,instances.small,1316.0,1316,152,,,
filtered_syn,1337,test/crowded,instances.medium,544.0,544,152,,,
filtered_syn,1337,test/crowded,instances.large,15.0,15,152,,,
filtered_syn,1337,test/crowded,bare_head_recall,0.9848714069591528,661,152,,,iou=0.5
filtered_syn,1337,test/crowded,n_detections,45600.0,,152,,,
filtered_syn,1337,test/low_light,map,0.39538144515181,856,186,,,
filtered_syn,1337,test/low_light,map_50,0.6330798734400975,856,186,,,
