arm,seed,split,metric,value,n_instances,n_images,ci_low,ci_high,notes
filtered_syn,1337,test,ap_small.person,0.002871714614470892,22,744,,,
filtered_syn,1337,test,primary_map,0.485762836412317,3704,744,,,
filtered_syn,1337,test,primary_map_small,0.36643404454966033,2057,744,,,
filtered_syn,1337,test,instances.all,3817.0,3817,744,,,
filtered_syn,1337,test,instances.small,2079.0,2079,744,,,
filtered_syn,1337,test,instances.medium,1583.0,1583,744,,,
filtered_syn,1337,test,instances.large,158.0,158,744,,,
filtered_syn,1337,test,bare_head_recall,0.9886234357224118,879,744,,,iou=0.5
filtered_syn,1337,test,n_detections,223200.0,,744,,,
filtered_syn,1337,test,real_image_exposures,24.91,,744,,,TRAIN-07 equal-step budget: times each real training image was seen. Not a Test-set quantity
filtered_syn,1337,test,total_steps,10900.0,,744,,,"optimizer steps, from run_record.json"
filtered_syn,1337,test/crowded,map,0.3247110279736989,1872,152,,,
filtered_syn,1337,test/crowded,map_50,0.5480829860116309,1872,152,,,
filtered_syn,1337,test/crowded,map_75,0.3396098541697442,1872,152,,,
filtered_syn,1337,test/crowded,map_small,0.2687763815837129,1316,152,,,
filtered_syn,1337,test/crowded,map_medium,0.4471650006120489,544,152,,,
filtered_syn,1337,test/crowded,map_large,0.46766345923541086,15,152,,,
filtered_syn,1337,test/crowded,mar_1,0.04743657256896385,1872,152,,,
filtered_syn,1337,test/crowded,mar_10,0.3815548867501422,1872,152,,,
filtered_syn,1337,test/crowded,mar_100,0.5403866005252684,1872,152,,,
filtered_syn,1337,test/crowded,mar_small,0.46415177593149515,1316,152,,,
filtered_syn,1337,test/crowded,mar_medium,0.6499998141457394,544,152,,,
filtered_syn,1337,test/crowded,mar_large,0.7449999999999999,15,152,,,
filtered_syn,1337,test/crowded,ap.helmet,0.46587114926332146,1175,152,,,
filtered_syn,1337,test/crowded,ap.head,0.49522393435706685,661,152,,,
filtered_syn,1337,test/crowded,ap.person,0.013038000300708182,36,152,,,
filtered_syn,1337,test/crowded,ap_small.helmet,0.35991072830455223,793,152,,,
filtered_syn,1337,test/crowded,ap_small.head,0.44227187560318787,501,152,,,
filtered_syn,1337,test/crowded,ap_small.person,0.004146540843398771,22,152,,,
filtered_syn,1337,test/crowded,primary_map,0.48054754181019416,1836,152,,,
filtered_syn,1337,test/crowded,primary_map_small,0.40109130195387005,1294,152,,,
filtered_syn,1337,test/crowded,instances.all,1872.0,1872,152,,,
filtered_syn,1337,test/crowded,instances.small,1316.0,1316,152,,,
filtered_syn,1337,test/crowded,instances.medium,544.0,544,152,,,
filtered_syn,1337,test/crowded,instances.large,15.0,15,152,,,
filtered_syn,1337,test/crowded,bare_head_recall,0.9848714069591528,661,152,,,iou=0.5
filtered_syn,1337,test/crowded,n_detections,45600.0,,152,,,
